component,date,value,title,vintage_date,units,freq,seas_adj,updated
CUSR0000SETG01,1996-03-01,187.9,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,1996-04-01,187.7,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,1996-05-01,189.2,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,1996-06-01,192.1,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,1996-07-01,192.9,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,1996-08-01,190.9,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,1996-09-01,196,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,1996-10-01,200.1,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,1996-11-01,200.1,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,1996-12-01,204.7,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,1997-01-01,198.1,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,1997-02-01,192.9,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,1997-03-01,201.6,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,1997-04-01,204.1,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,1997-05-01,201.5,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,1997-06-01,199.1,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,1997-07-01,203.6,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,1997-08-01,194,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,1997-09-01,198,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,1997-10-01,205.5,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,1997-11-01,197.5,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,1997-12-01,194.8,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,1998-01-01,200.1,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,1998-02-01,206.6,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,1998-03-01,210.7,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,1998-04-01,210.1,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,1998-05-01,205,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,1998-06-01,200.9,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,1998-07-01,207.3,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,1998-08-01,207.8,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,1998-09-01,206,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,1998-10-01,205.2,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,1998-11-01,200.8,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,1998-12-01,202.8,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,1999-01-01,206.4,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,1999-02-01,211.4,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,1999-03-01,221.3,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,1999-04-01,225.8,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,1999-05-01,220.2,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,1999-06-01,209.7,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,1999-07-01,223.3,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,1999-08-01,217.2,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,1999-09-01,213.6,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,1999-10-01,224.9,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,1999-11-01,226.4,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,1999-12-01,224.9,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2000-01-01,221.8,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2000-02-01,230.2,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2000-03-01,240.7,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2000-04-01,239.5,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2000-05-01,241.3,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2000-06-01,245,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2000-07-01,246.8,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2000-08-01,250.4,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2000-09-01,244.9,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2000-10-01,236.3,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2000-11-01,238,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2000-12-01,238.2,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2001-01-01,239,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2001-02-01,242,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2001-03-01,238.6,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2001-04-01,235.5,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2001-05-01,237.5,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2001-06-01,249.3,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2001-07-01,248.8,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2001-08-01,244.3,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2001-09-01,242.5,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2001-10-01,236.4,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2001-11-01,230,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2001-12-01,229,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2002-01-01,236.7,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2002-02-01,235.3,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2002-03-01,233.3,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2002-04-01,234.5,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2002-05-01,237.7,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2002-06-01,231.3,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2002-07-01,227.5,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2002-08-01,230.2,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2002-09-01,228.7,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2002-10-01,225.7,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2002-11-01,227.8,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2002-12-01,230,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2003-01-01,228.7,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2003-02-01,228.5,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2003-03-01,230.7,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2003-04-01,229.4,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2003-05-01,230,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2003-06-01,231.3,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2003-07-01,232.6,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2003-08-01,233.4,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2003-09-01,233.2,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2003-10-01,234.3,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2003-11-01,232.5,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2003-12-01,230.4,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2004-01-01,232.5,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2004-02-01,232.4,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2004-03-01,231.7,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
CUSR0000SETG01,2004-04-01,230.8,Consumer Price Index for All Urban Consumers: Airline Fares in U.S. City Average,Current,Index 1982-1984=100,M,SA,2022-09-13
